RunID,os,cpu,physical_cores,system_ram_gb,gpu,GPU_ram_mb,cuda_version,training_type,game_name,batch_size,learning_rate,buffer_size,beta,epsilon,lambd,num_epoch,learning_rate_schedule,normalize,hidden_units,num_layers,vis_encode_type,reward_extrinsic_gamma,reward_extrinsic_strength,keep_checkpoints,max_steps,time_horizon,summary_freq
20251223-120827,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.00004,163840,0.004365,0.26,0.927,8,linear,false,128,2,simple,,,5,500000,512,12000
20251223-121211,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000048,81920,0.001557,0.244,0.937,5,linear,true,32,2,simple,,,5,100000,512,12000
20251223-121251,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000207,40960,0.006624,0.188,0.91,8,constant,true,32,1,simple,,,5,100000,128,12000
20251223-121336,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000082,163840,0.007391,0.152,0.91,3,constant,true,64,1,simple,,,5,1000000,256,12000
20251223-121903,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000286,40960,0.001079,0.243,0.917,10,constant,true,512,3,simple,,,5,500000,256,12000
20251223-122431,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000269,163840,0.002708,0.11,0.943,5,linear,true,128,2,simple,,,5,100000,512,12000
20251223-122502,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000183,81920,0.00828,0.219,0.933,3,constant,false,128,3,simple,,,5,1000000,1024,12000
20251223-122959,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000282,163840,0.004245,0.216,0.943,4,linear,false,32,2,simple,,,5,100000,2048,12000
20251223-123030,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000277,163840,0.00552,0.208,0.92,3,linear,false,128,2,simple,,,5,250000,1024,12000
20251223-123150,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000285,20480,0.007907,0.21,0.944,3,constant,false,32,1,simple,,,5,250000,1024,12000
20251223-123313,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.00009,81920,0.003822,0.108,0.909,4,linear,false,32,2,simple,,,5,2000000,128,12000
20251223-124414,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.00017,81920,0.003071,0.2,0.915,5,linear,false,512,3,simple,,,5,250000,2048,12000
20251223-124618,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000237,20480,0.00921,0.286,0.95,3,constant,false,256,2,simple,,,5,250000,64,12000
20251223-124740,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000053,10240,0.004544,0.209,0.927,5,constant,true,256,3,simple,,,5,1000000,512,12000
20251223-125335,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000226,81920,0.009206,0.101,0.903,5,linear,true,128,3,simple,,,5,250000,64,12000
20251223-125516,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000076,20480,0.007875,0.291,0.943,8,linear,false,256,1,simple,,,5,2000000,512,12000
20251223-130814,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.00004,20480,0.002245,0.267,0.946,3,linear,false,64,3,simple,,,5,500000,1024,12000
20251223-131054,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000149,163840,0.007872,0.14,0.916,10,constant,true,512,2,simple,,,5,100000,2048,12000
20251223-131126,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000282,163840,0.009744,0.258,0.936,5,linear,false,512,2,simple,,,5,500000,128,12000
20251223-131503,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000215,81920,0.004076,0.283,0.925,10,constant,true,64,1,simple,,,5,250000,1024,12000
20251223-131705,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000183,327680,0.009829,0.259,0.947,3,linear,true,64,2,simple,,,5,500000,64,12000
20251223-131943,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000053,81920,0.003454,0.137,0.944,10,linear,true,128,3,simple,,,5,2000000,256,12000
20251223-133449,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000153,163840,0.008691,0.232,0.935,3,linear,false,32,3,simple,,,5,100000,256,12000
20251223-133520,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000045,81920,0.009358,0.121,0.95,4,linear,true,512,1,simple,,,5,500000,256,12000
20251223-133818,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000129,40960,0.000427,0.18,0.905,4,linear,false,256,2,simple,,,5,500000,64,12000
20251223-134111,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000022,81920,0.006207,0.286,0.933,10,constant,true,64,1,simple,,,5,1000000,128,12000
20251223-134908,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000282,81920,0.003194,0.133,0.904,8,linear,true,128,1,simple,,,5,500000,1024,12000
20251223-135251,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.0001,40960,0.00645,0.23,0.914,3,linear,false,256,1,simple,,,5,100000,512,12000
20251223-135327,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000275,163840,0.001931,0.135,0.916,4,linear,false,32,1,simple,,,5,500000,64,12000
20251223-135622,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000193,40960,0.006336,0.137,0.943,3,constant,true,256,2,simple,,,5,100000,2048,12000
20251223-135659,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000077,10240,0.006534,0.297,0.943,8,constant,false,32,2,simple,,,5,1000000,256,12000
20251223-140330,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000121,40960,0.009454,0.227,0.907,3,constant,true,32,3,simple,,,5,2000000,256,12000
20251223-141254,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000249,327680,0.000641,0.214,0.919,4,linear,false,32,2,simple,,,5,2000000,256,12000
20251223-142412,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000213,40960,0.000486,0.29,0.911,4,linear,false,32,2,simple,,,5,250000,2048,12000
20251223-142543,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000133,327680,0.002633,0.267,0.941,4,constant,true,64,2,simple,,,5,250000,512,12000
20251223-142654,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000151,40960,0.008974,0.238,0.918,4,constant,false,32,3,simple,,,5,250000,64,12000
20251223-142824,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000234,40960,0.003632,0.177,0.931,8,constant,true,512,3,simple,,,5,500000,256,12000
20251223-143309,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000299,20480,0.006815,0.215,0.935,8,linear,true,512,1,simple,,,5,250000,512,12000
20251223-143456,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000108,40960,0.009296,0.153,0.91,8,constant,true,32,3,simple,,,5,2000000,128,12000
20251223-144825,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000073,40960,0.00599,0.243,0.922,10,linear,true,512,1,simple,,,5,100000,64,12000
20251223-144916,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000106,163840,0.001869,0.25,0.938,8,linear,true,256,3,simple,,,5,250000,64,12000
20251223-145105,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000172,327680,0.007518,0.23,0.937,3,linear,true,64,2,simple,,,5,1000000,128,12000
20251223-145636,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000217,163840,0.006601,0.159,0.934,8,linear,false,128,2,simple,,,5,2000000,128,12000
20251223-151020,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000255,81920,0.001509,0.136,0.924,4,linear,false,256,1,simple,,,5,500000,512,12000
20251223-151313,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000099,10240,0.007289,0.254,0.947,8,linear,true,64,2,simple,,,5,2000000,1024,12000
20251223-152607,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000288,163840,0.006263,0.131,0.945,10,constant,false,128,3,simple,,,5,2000000,256,12000
20251223-154127,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000261,20480,0.000906,0.276,0.929,8,constant,true,256,2,simple,,,5,2000000,1024,12000
20251223-155514,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000113,163840,0.007006,0.232,0.919,4,linear,false,256,3,simple,,,5,100000,2048,12000
20251223-155545,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000064,10240,0.007948,0.157,0.9,3,constant,false,256,1,simple,,,5,2000000,128,12000
20251223-160505,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000208,81920,0.007334,0.11,0.935,3,linear,true,256,3,simple,,,5,1000000,2048,12000
20251223-161025,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000079,20480,0.004038,0.146,0.918,5,constant,true,64,3,simple,,,5,100000,1024,12000
20251223-161106,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000177,81920,0.008173,0.169,0.902,5,linear,true,32,1,simple,,,5,100000,128,12000
20251223-161146,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000151,40960,0.008043,0.234,0.92,5,linear,true,512,2,simple,,,5,1000000,512,12000
20251223-161808,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000027,81920,0.007328,0.146,0.938,3,constant,false,256,2,simple,,,5,1000000,128,12000
20251223-162329,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000164,20480,0.005236,0.133,0.917,4,linear,true,512,1,simple,,,5,100000,64,12000
20251223-162408,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000047,10240,0.000968,0.283,0.926,5,constant,false,32,1,simple,,,5,250000,256,12000
20251223-162544,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000109,163840,0.005028,0.284,0.932,10,constant,true,512,3,simple,,,5,100000,2048,12000
20251223-162617,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000268,163840,0.001893,0.105,0.905,5,constant,true,32,2,simple,,,5,2000000,1024,12000
20251223-163742,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000185,20480,0.008525,0.127,0.932,4,constant,true,128,1,simple,,,5,500000,256,12000
20251223-164021,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000289,81920,0.004128,0.253,0.95,10,constant,true,128,2,simple,,,5,2000000,2048,12000
20251223-165454,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000084,40960,0.008643,0.156,0.921,3,linear,true,128,3,simple,,,5,1000000,2048,12000
20251223-165954,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000162,40960,0.000989,0.278,0.938,10,constant,false,512,1,simple,,,5,2000000,256,12000
20251223-171445,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000065,20480,0.0064,0.196,0.92,10,constant,false,256,3,simple,,,5,100000,256,12000
20251223-171539,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000078,81920,0.008953,0.226,0.94,4,constant,false,512,3,simple,,,5,1000000,2048,12000
20251223-172221,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000047,40960,0.008741,0.115,0.95,3,constant,false,64,2,simple,,,5,500000,64,12000
20251223-172503,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000136,163840,0.007585,0.288,0.921,5,constant,false,32,2,simple,,,5,250000,512,12000
20251223-172630,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000058,81920,0.003926,0.271,0.917,3,constant,false,64,2,simple,,,5,500000,64,12000
20251223-172913,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000114,40960,0.002414,0.234,0.924,8,linear,true,64,2,simple,,,5,250000,2048,12000
20251223-173104,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000082,40960,0.00383,0.147,0.937,3,linear,false,256,2,simple,,,5,250000,1024,12000
20251223-173232,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000044,81920,0.007819,0.103,0.947,4,constant,false,64,2,simple,,,5,100000,2048,12000
20251223-173310,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000266,40960,0.001391,0.137,0.918,5,linear,true,512,1,simple,,,5,2000000,2048,12000
20251223-174408,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000054,163840,0.00716,0.246,0.913,5,linear,true,32,3,simple,,,5,1000000,1024,12000
20251223-175025,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000074,20480,0.007615,0.197,0.943,10,linear,false,256,3,simple,,,5,500000,2048,12000
20251223-175437,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000116,81920,0.005739,0.184,0.912,5,linear,true,64,3,simple,,,5,100000,2048,12000
20251223-175517,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000217,81920,0.0088,0.235,0.949,3,linear,true,128,3,simple,,,5,100000,64,12000
20251223-175555,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000148,81920,0.008141,0.242,0.915,8,linear,false,128,1,simple,,,5,100000,1024,12000
20251223-175641,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000153,20480,0.004234,0.268,0.934,3,linear,false,512,2,simple,,,5,2000000,128,12000
20251223-180706,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000195,81920,0.000747,0.143,0.905,4,linear,false,32,1,simple,,,5,250000,64,12000
20251223-180835,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000152,10240,0.004427,0.11,0.908,8,constant,false,512,1,simple,,,5,100000,64,12000
20251223-180923,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000049,163840,0.003045,0.207,0.926,3,constant,false,256,2,simple,,,5,1000000,256,12000
20251223-181506,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000273,40960,0.002277,0.264,0.907,4,linear,false,32,3,simple,,,5,1000000,1024,12000
20251223-182029,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000027,10240,0.006658,0.25,0.95,5,linear,true,64,2,simple,,,5,1000000,64,12000
20251223-182626,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000238,81920,0.007256,0.274,0.947,3,constant,true,128,1,simple,,,5,2000000,64,12000
20251223-183616,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000225,81920,0.000366,0.263,0.92,10,linear,true,256,1,simple,,,5,2000000,64,12000
20251223-185114,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000151,81920,0.007927,0.12,0.903,8,constant,true,512,1,simple,,,5,100000,2048,12000
20251223-185201,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000176,10240,0.008295,0.13,0.947,10,linear,false,128,1,simple,,,5,500000,128,12000
20251223-185543,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000245,163840,0.0021,0.254,0.936,10,constant,true,32,3,simple,,,5,1000000,512,12000
20251223-190322,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.00018,81920,0.007609,0.189,0.925,4,constant,true,32,2,simple,,,5,2000000,512,12000
20251223-191328,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000166,20480,0.001938,0.273,0.933,8,linear,true,512,2,simple,,,5,500000,512,12000
20251223-191727,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000022,40960,0.000589,0.259,0.948,10,constant,true,256,3,simple,,,5,2000000,1024,12000
20251223-193333,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000218,81920,0.001619,0.139,0.918,10,linear,false,64,3,simple,,,5,250000,128,12000
20251223-193538,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000275,40960,0.006125,0.127,0.902,8,constant,true,256,2,simple,,,5,500000,64,12000
20251223-193923,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000012,20480,0.009841,0.17,0.938,5,linear,false,32,1,simple,,,5,2000000,2048,12000
20251223-195109,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000142,40960,0.00866,0.111,0.907,4,linear,true,32,2,simple,,,5,1000000,256,12000
20251223-195631,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000065,81920,0.007641,0.202,0.914,5,linear,true,64,2,simple,,,5,500000,2048,12000
20251223-195941,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,1024,0.000238,20480,0.003515,0.193,0.932,5,constant,true,256,1,simple,,,5,500000,256,12000
20251223-200228,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000264,81920,0.006288,0.149,0.93,4,constant,false,64,1,simple,,,5,1000000,64,12000
20251223-200756,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,2048,0.000198,163840,0.007831,0.14,0.948,4,constant,false,128,1,simple,,,5,100000,1024,12000
20251223-200826,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.00027,40960,0.000287,0.161,0.915,5,linear,true,128,1,simple,,,5,2000000,1024,12000
20251223-201911,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000135,40960,0.001353,0.207,0.945,5,constant,true,256,3,simple,,,5,1000000,64,12000
20251223-202523,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000056,327680,0.003376,0.272,0.924,4,linear,true,256,1,simple,,,5,1000000,2048,12000
20251223-203120,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000272,20480,0.001775,0.129,0.912,3,linear,true,256,3,simple,,,5,500000,128,12000
20251223-203359,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.000053,163840,0.00108,0.29,0.908,10,linear,true,256,2,simple,,,5,1000000,1024,12000
20251223-204224,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000222,40960,0.00528,0.229,0.926,8,linear,true,128,2,simple,,,5,250000,1024,12000
20251223-204418,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,512,0.000066,40960,0.001651,0.108,0.944,5,linear,false,32,1,simple,,,5,100000,2048,12000
20251223-204458,Windows 11,AMD Ryzen 7 9800X3D 8-Core Processor,8,66157800000,NVIDIA GeForce RTX 5070 Ti,16303,,ppo,3DBall,4096,0.00006,327680,0.009307,0.146,0.909,8,constant,false,32,2,simple,,,5,2000000,256,12000
